44644,2343,49802,4
34543,51484,50458,13
27943,10979,52455,8
17047,33242,1318,12
24562,8177,7612,8
52312,50511,14525,0
54920,43248,43758,8
37234,56008,40694,12
50653,30603,10485,0
41038,32049,25816,4
39643,9848,49708,8
2421,16942,3365,0
14370,51875,14507,1
53692,57359,34386,4
38043,918,45593,12
9154,53040,58563,4
55503,56812,17899,0
7120,25205,13714,0
45342,23723,28844,12
43598,7761,26174,2
11976,39781,11530,1
36807,56253,44130,0
55090,17553,36610,12
30244,41954,43726,12
7187,38790,42636,12
51183,6172,32790,8
41819,456,53561,12
9276,53764,26452,12
8395,2692,3198,4
1573,53242,48188,4
19354,20885,19274,12
52950,21299,29201,0
40727,37306,16468,12
28962,50428,10202,4
2963,37653,27622,12
39104,39093,52723,9
44955,36141,56746,2
20915,20068,32435,2
16897,35894,407,4
18820,5553,17476,8
45482,48469,2136,12
3050,32160,44891,0
38342,51853,55464,8
7097,28576,23896,0
1466,33822,25158,8
23013,6043,46353,13
44938,32745,6284,8
41844,31133,6998,8
24683,2348,44880,8
17705,27953,45047,12
50579,50720,43147,0
42232,46388,53404,0
6870,56317,48655,12
15838,30912,24105,12
33329,7339,9670,12
53297,6210,12165,12
42553,20878,13735,0
57807,29440,9332,12
12157,40508,29962,4
1585,36196,42965,0
52150,11066,39419,13
7965,13011,26383,12
20966,11236,26897,4
59695,36690,38172,12
52016,19035,51401,0
48024,12602,36203,0
39342,17417,14957,8
52463,41532,27186,0
37448,14742,35622,5
20524,7851,12081,8
35766,35310,31444,8
50868,55460,59268,12
53645,32493,54659,2
48443,26941,28895,8
13646,12675,25714,12
35546,24174,58003,4
51027,42293,35065,8
2635,22195,34403,8
22770,43513,4667,4
21890,31336,48231,8
6982,4693,11701,8
27233,37494,11569,12
46017,41070,38025,4
10659,45635,12723,0
14238,54612,42378,1
51083,26095,47887,4
2007,31423,22833,13
2624,24334,52388,8
46955,2999,15798,0
34199,5201,41124,0
37771,4356,2705,8
17459,8188,48755,12
694,56358,39100,0
4217,15985,30898,4
55843,36103,2689,4
19200,26595,20994,8
54895,29432,31820,12
12107,3827,16401,4
16760,41225,31222,4
22742,1186,2403,13
54489,9503,8380,8
40663,93,5910,0
24504,35096,7365,12
45871,17433,42345,0
34636,33406,47291,12
55605,50279,57242,0
39465,5286,38274,4
57788,53682,57284,4
36120,59455,27296,4
29516,29528,53816,2
18924,16951,37194,0
33015,39352,47609,12
28458,32879,45360,12
54528,618,53492,4
1245,4797,53769,12
7198,34554,39544,12
24719,10876,59211,8
19490,34240,45011,8
26402,50183,32697,5
46107,28143,2179,12
21795,37409,47140,8
59330,35916,13817,0
54592,46681,25349,4
59011,13676,7876,1
9215,38519,26744,0
8589,44667,46205,8
1231,27432,38940,5
2070,40652,11089,8
31940,35342,41168,0
24158,52841,45833,8
36013,4937,21792,4
4678,32077,32777,12
50341,17020,39810,8
32422,35853,40491,4
16424,10103,41603,12
30471,1060,35759,12
15890,40623,26939,12
20203,48642,221,8
8376,48274,1087,0
12430,945,5180,0
41329,18153,46443,4
35845,25791,47308,12
10585,29056,50073,8
22672,14480,50366,4
40155,49687,31087,12
57308,9642,4521,4
10009,36202,14912,4
49155,46721,22066,1
11753,39625,59171,5
59072,12348,35981,12
10319,31805,16863,0
47044,36716,50035,0
8871,44243,56695,1
34707,3980,43239,3
28803,56428,24575,12
11849,59663,5224,0
37501,13600,30050,5
22102,9402,14646,8
49636,45020,27462,4
18082,4429,30278,0
45138,21817,35414,0
33665,48187,1699,5
5739,19386,23219,0
54589,31797,3188,12
36058,53412,43460,4
46751,4983,19038,0
20027,4451,19139,0
50436,56285,883,12
13645,961,27219,12
14444,12692,40239,0
18982,7060,30313,4
31338,26812,245,12
40830,42181,37019,5
21876,29416,26987,0
58256,46086,13204,0
32732,12276,45037,4
27811,11231,6596,8
15368,26709,33410,8
55130,46168,1006,0
20419,18334,20337,8
28083,7452,22490,0
34949,37799,3941,4
23748,25632,27822,13
17100,33430,33160,12
26708,47204,55136,13
54228,11340,40507,0
40383,8228,27016,5
11715,38592,13654,12
34591,57636,30258,12
53259,36902,42709,0
8684,10672,15576,4
5696,29451,32362,12
17488,28967,14000,0
21340,45505,28724,13
4814,2614,33387,0
55084,52170,55102,12
59997,41543,1557,0
40325,46568,1972,5
42520,39946,9272,12
55712,48440,42921,4
41447,28958,20783,0
50329,48245,30213,4
52733,15572,35631,12
10288,42377,33646,0
44625,19505,13264,4
89,32751,12900,0
13520,23005,37247,12
11773,12585,49284,0
10656,47014,8487,8
58100,45597,6264,1
53537,28676,47013,8
45848,10181,3960,8
23789,58625,33599,4
55215,26990,34324,12
10513,54676,4243,12
22651,3930,35458,12
17053,2608,18022,12
37761,8423,35309,4
50666,38899,22942,0
37160,40644,17634,4
20399,57606,16155,12
41946,21677,31049,0
50345,52178,48536,4
36580,28741,23333,0
28673,44743,52997,1
22938,7418,30632,4
17692,4151,18681,4
4374,53872,37985,0
58523,54931,12485,4
39512,17703,42968,8
1738,21013,47506,4
31532,490,42450,8
4185,46062,48520,4
35838,10003,3715,2
30198,22859,57176,0
6752,1842,21043,0
41651,25154,9650,12
46609,55845,5929,12
57893,33197,5234,4
35172,6232,26335,8
27941,49398,33725,12
53071,57216,16494,5
50524,2741,1621,0
12937,58900,51357,8
51893,19385,38713,3
32797,28787,2275,5
1598,49738,27475,4
49981,40274,37002,8
26363,40098,31932,0
16465,57458,39305,8
41255,38327,50887,0
39672,38516,7677,12
51998,14906,57991,8
12177,40622,18226,0
7157,17032,21491,12
35751,12250,57849,2
53953,28658,32959,0
1170,18363,44283,8
29601,29920,28903,2
18408,42850,52567,0
2890,1803,25659,12
58056,30506,6181,12
15856,46786,35621,4
47817,54163,8711,0
52187,57960,11365,12
1284,55188,10749,4
4823,8015,33946,12
18436,18674,10307,12
35418,43869,11045,0
47296,30528,50101,0
32563,41134,8401,8
56415,23490,23384,1
28155,22974,50244,13
55943,35177,14903,12
23517,27478,47266,4
24742,34907,20630,5
48401,48119,4875,4
34478,56781,38869,8
21083,30791,47317,4
34176,5313,5489,12
25857,18157,5464,8
8306,3918,18141,13
48568,10388,10152,0
59797,15479,29394,12
18527,14094,7234,0
6964,45102,15455,12
10304,54387,3894,4
20090,44764,24769,4
37601,1852,22422,4
7526,6107,55957,8
4585,104,37609,0
47912,5396,43419,12
51369,9260,14506,12
19689,43723,35145,8
44649,32851,35613,8
43309,17503,13382,12
39084,42847,13037,4
40863,11376,59528,12
30683,52337,30559,0
37552,49569,44143,8
9563,43361,32199,8
57862,10711,11257,4
24293,6793,47527,4
22179,1493,26033,4
40329,12550,5278,0
52745,22436,47953,0
5593,19768,52237,12
4672,24199,50669,0
44199,16301,54557,8
58127,12320,46711,13
54048,10214,42004,1
16739,19565,58501,12
41461,53659,49803,12
59110,30635,22597,4
6291,21354,7822,4
22925,22892,26478,0
55633,18575,37175,12
1634,9022,59947,2
32117,50043,22567,8
28921,4582,43954,12
12315,44332,29882,12
26384,57476,10076,0
10071,24635,41369,0
9561,43980,49847,5
50248,7865,28728,1
29888,17094,39878,8
44094,48585,98,12
26683,40003,22699,4
57995,15373,50795,0
54695,36415,21690,0
29884,15868,30378,4
35089,35429,20473,4
13075,13474,32323,8
18417,24024,5691,12
53834,49610,28357,0
7147,47997,57687,8
55477,16154,17841,4
39787,16484,32433,12
31735,12614,43520,4
16676,53800,38035,4
49679,34342,59923,8
36738,2806,39928,4
40792,9912,12356,4
41597,27891,55400,1
17168,10869,9336,0
28288,59885,45237,8
20335,16728,58681,4
20433,51080,27226,4
19303,38510,23104,12
46830,32815,8145,0
52101,15480,27892,8
22576,39075,45109,0
18811,49123,10240,12
39869,17593,55945,12
40015,36314,8077,12
6257,34239,47500,12
1964,9775,57022,1
17296,45048,21733,12
5245,21735,39124,4
23475,20921,55205,0
23153,51362,29482,0
32079,27024,21414,0
58452,37149,10820,12
3122,27225,14361,12
5538,21804,42668,12
5744,27221,37739,0
36161,14168,53262,4
3917,55844,45863,8
1684,22526,25863,0
28449,59157,7946,4
25981,43970,23031,4
37383,7477,58226,0
23769,46491,4058,0
33678,22932,52108,4
56013,28209,35794,0
28620,55839,51972,0
31413,41203,1959,0
24058,37931,44463,0
11913,41629,56993,4
24726,32585,56926,12
28524,48061,16333,4
14052,43798,35298,2
28790,22582,11453,12
7683,42957,36795,0
2621,55654,2846,8
42429,12763,15885,8
4047,19805,39306,3
11989,24763,11155,0
42913,53224,34027,2
26925,42954,44368,10
31879,13733,11367,0
19840,55746,16213,5
3386,40132,5195,8
1249,13367,50526,12
48897,10416,35548,8
1372,12953,26286,12
21520,56617,32466,12
34444,25184,47949,4
4711,56009,23424,4
17357,26685,55414,0
3549,56480,12404,0
54045,24306,22988,4
41682,49071,29480,8
38589,180,4454,0
17197,3727,27750,8
8677,11977,3387,4
30836,1739,16361,12
54019,23620,41882,4
46564,189,23852,0
3836,14759,7998,12
54098,13112,6855,0
14071,38954,16840,0
31916,48533,42002,0
25666,31422,41990,5
33745,27193,17392,4
18904,59465,59396,4
14586,48651,51334,12
56898,20530,31377,12
16202,53354,47838,8
41096,51197,14109,4
33109,33316,5557,12
4534,35012,30539,4
51916,17609,14348,12
9858,38237,36414,4
42248,51131,30024,0
20445,40506,36233,13
13618,10293,1227,0
2197,39718,42596,12
7825,22468,50392,12
8369,44293,59012,8
4776,43068,16647,5
53761,5867,15642,4
20092,17276,28929,5
17384,9864,43187,8
38496,964,18232,12
56371,46915,16927,2
28933,4487,1800,10
26414,49483,41888,4
12582,22199,38859,9
45529,33411,39715,0
55263,59130,24463,4
27794,30616,52787,8
9240,14981,32567,5
56382,26436,49055,0
10558,16472,42385,8
48171,20461,3900,12
12037,4683,52266,8
58762,52904,26607,8
13158,56618,20551,4
47508,35601,1084,1
25985,23790,51581,0
23515,42437,32431,12
43471,28402,9938,4
14969,18354,28470,0
47407,38232,7874,0
41941,55407,38648,1
14804,57812,30937,5
44862,59388,78,0
42313,24849,50303,8
39217,2422,5624,8
34040,32940,57644,8
8528,53147,40014,1
6330,22471,40626,4
5029,28098,36709,4
19447,19352,3108,0
57524,11684,37907,0
22274,26346,9854,12
20872,150,5228,0
57761,55312,54101,12
42710,27979,1382,12
30267,28591,22644,4
35603,33587,7210,4
24839,53484,1274,4
17327,58709,9102,0
40977,46508,36702,4
28827,12345,10704,13
14767,29972,50730,12
20858,17131,4512,8
21428,48107,48004,12
20549,35648,31873,12
41467,37416,56690,0
46073,28104,50897,0
44206,20496,13359,0
26846,5587,37760,0
16946,21953,30155,8
50031,6378,26557,12
13087,55429,56166,0
23172,58020,41995,12
33288,30314,40487,12
42621,38016,56110,12
21705,19227,39025,12
19581,26704,3559,12
9127,22958,52045,0
44029,15247,23323,0
22399,10784,35466,12
39241,58606,14658,0
37166,48247,56637,0
20756,59675,124,12
17190,17081,41380,9
12285,9944,43902,0
11428,40316,52528,0
21469,16119,41430,0
14150,5268,42827,2
39849,20216,51659,12
1053,19445,21108,4
58498,10482,52943,1
58014,50752,55996,1
21381,46863,14489,8
55682,2615,21581,8
2125,11221,53154,4
34425,41356,42123,5
45425,39551,47551,1
5562,25209,48460,12
14713,12850,33871,12
52067,37467,48548,13
44699,52480,27451,5
45127,32041,10709,12
49120,52624,56014,12
23925,42022,4095,12
12439,57016,42833,2
686,39792,57345,12
53662,40848,71,4
40704,19170,38902,0
9101,36205,46871,4
29997,43867,46983,4
22954,47691,33970,4
18213,18340,10058,0
28052,40813,56755,12
44904,38180,13234,4
38660,44292,41248,0
34193,51342,2793,12
26276,49303,3135,4
15374,23217,35433,0
58397,31166,24022,4
34563,21703,34582,8
10796,33145,47170,8
34690,4490,8163,0
42355,8681,30808,12
54269,56245,24561,8
42912,16785,2923,12
24896,9050,18175,4
51094,36080,29447,4
43387,5266,37977,8
45119,31065,54431,0
17027,44142,3771,0
9041,41940,51755,0
32153,21549,59432,13
28345,20176,57419,9
49963,7995,35171,12
14893,25851,3838,12
43480,21143,33535,2
36593,29147,22803,4
1971,58230,45600,2
33550,34328,42082,12
7263,28586,20664,8
54826,24245,5987,12
13102,14882,34392,8
54231,38785,27946,12
52007,52202,3438,12
18691,59680,3786,12
11447,44875,39717,3
21769,12347,31711,0
43378,58840,4874,0
35667,36609,26013,4
18716,54956,35321,2
56843,21698,36275,13
20118,53053,23575,12
34982,8424,59638,4
1809,43680,45040,8
31432,484,14399,12
41909,55167,54189,5
48092,35851,4792,10
52347,44479,3338,12
20046,26050,43871,8
54064,9957,49970,0
48759,29039,10598,12
41478,56925,58955,0
23560,3674,33972,0
6327,45612,47775,12
34896,43426,54730,8
5616,42725,44496,0
55765,16542,56931,2
31253,57780,9971,0
53189,23413,46473,12
22914,41321,53732,4
54739,34793,33428,0
41215,3236,9570,12
34778,12551,44601,4
41901,52138,42079,4
10586,25740,7774,0
36132,31373,29044,0
7807,58116,50007,0
56830,54579,9346,12
43091,2700,49240,8
25168,47382,59614,5
16400,40254,53307,4
8420,19829,53199,8
4280,8794,15667,8
3947,25696,40235,12
36963,7375,30269,0
16339,40986,34050,0
54049,54864,25664,9
20368,22207,27080,0
51714,38738,15922,8
36534,53391,52473,0
22708,22948,42815,0
1622,43466,409,0
19875,29834,2886,12
24529,10263,42542,12
42199,54120,25552,4
42930,57746,38159,8
45870,46356,27812,0
27510,49298,26802,8
629,21531,26373,0
11542,16612,31752,9
57386,44488,3094,12
55106,52177,37311,12
28426,19597,29810,4
868,41363,24578,12
46136,26216,20515,0
10264,5494,26843,8
27616,40415,1716,12
13198,20311,55314,12
43575,8660,32756,8
7782,23574,17448,4
9865,13921,34622,0
22697,39553,34359,12
46891,49358,34473,4
31810,50153,3589,8
27522,48805,44092,4
43236,41009,35106,0
17519,26281,14243,0
24297,29464,9049,0
18323,51759,35094,4
12101,46553,3881,12
2410,50426,9342,0
44831,2856,25224,10
11051,3441,15614,12
17775,23954,34491,12
55223,32248,54630,10
43985,22263,45197,13
1780,45927,48814,12
59734,5977,5728,0
53149,45518,21697,8
55648,35861,48296,4
12007,16656,16778,0
7861,4897,27650,4
51089,15770,46130,5
13579,44611,8229,8
38346,25433,6024,12
56156,41710,36612,12
28629,41104,6439,4
30676,48214,9508,8
33250,15649,51707,4
14519,40505,15977,5
43672,29906,40608,8
43320,21228,41744,12
36818,31105,35728,8
35251,8855,22525,8
22238,23747,41827,0
50828,1721,45244,8
11776,55099,32744,4
41481,44457,32427,8
41857,57580,51749,8
19866,7326,22665,12
11651,43703,54852,0
58282,4500,7709,8
46371,57506,58206,8
27930,7208,45652,4
44900,42707,19720,12
47427,45772,5056,9
52705,56675,48108,3
2867,20633,55480,12
20991,996,41787,12
20781,25147,57583,5
21087,22826,16768,1
22877,26985,19548,12
41759,4097,14873,4
38527,40745,13742,12
52390,22354,28652,8
24569,47018,40533,8
14663,15362,24811,12
49213,16528,37917,5
7493,7638,41728,4
54759,23887,10759,5
27738,59400,35523,0
36317,20935,43514,12
55367,49549,42997,12
20577,18914,19860,12
57044,9436,29102,12
52587,3606,10862,12
48343,32963,12954,0
26136,41159,49115,2
35335,10040,41233,12
2720,10343,37639,4
18743,15356,39187,8
40228,19509,46886,12
21044,12890,53257,0
29737,28001,43421,0
5452,28266,9860,4
40647,13225,39614,8
21078,15469,47284,12
13650,33201,10563,12
23966,533,45731,4
34256,57479,12793,12
24169,10407,5291,0
32418,6150,7556,12
37675,22984,39516,0
56572,36955,40636,4
56791,2592,8269,12
55109,40835,37472,1
22571,17078,27177,12
37115,4879,11233,10
9333,50171,21823,1
50075,10148,43956,4
28858,7268,28537,12
54381,18693,58693,4
55111,46571,20536,0
31545,20538,21526,10
53539,13903,44451,12
7809,48144,56031,4
27840,53342,11739,0
1038,28918,45198,4
53142,46921,52797,8
121,32645,55628,0
32776,12227,39549,0
6537,1517,26256,4
50683,5091,22512,0
24724,31500,24432,12
59980,18860,35205,0
28503,34305,25251,8
41346,57263,4156,8
38776,35360,38421,8
35239,54214,14355,0
20765,34702,53690,8
10538,22689,142,13
57211,55595,26937,8
47769,44514,42099,10
8170,27954,51474,8
23812,4886,5419,8
19347,11486,2045,12
57481,45539,27253,0
35107,18174,23709,4
34197,18757,175,4
14316,34273,35098,12
16342,48042,48589,0
35048,14401,17849,4
40070,13762,7074,8
23227,29898,25081,1
47485,50712,8862,4
41416,46816,18380,2
38116,22055,8180,12
36288,19130,39165,12
21612,52275,23985,4
14826,6716,39995,12
57193,35289,46944,0
40101,35356,50914,4
47418,36503,5092,0
44751,1651,52155,8
47727,40080,25693,2
58761,32631,52245,12
36265,9787,40362,5
25651,59336,58413,8
12390,59730,20263,0
31020,49957,6797,5
32603,38897,38213,0
40407,36601,44534,4
25223,52224,23548,12
31165,45309,50755,1
31583,50896,13241,5
47687,16275,8382,8
10369,30124,9455,0
11777,28170,18031,4
3769,323,13166,5
2306,16128,56430,4
27818,36195,20229,8
753,6128,24532,5
8419,278,48931,9
26302,18793,18550,0
46364,52969,56260,12
9647,55715,2025,12
58585,43643,20748,12
49400,16804,12267,8
50292,58369,21983,8
50056,31344,41826,1
45038,58861,14640,8
52075,7248,4805,4
39997,39772,59509,2
7859,29059,4779,4
58537,33367,46008,12
4822,54516,3925,12
51311,12012,14391,12
32331,725,18678,4
51124,52289,20506,4
49252,32576,10565,4
51266,244,44671,0
950,51066,57688,8
26762,11545,41384,4
32867,7207,26736,0
37814,20918,50213,12
46335,46500,39201,8
43887,30934,3412,4
30089,3225,38811,4
44856,183,54274,0
8453,18972,16141,0
45740,19706,22433,12
57346,23061,15399,8
5030,6994,58015,8
45455,37905,23855,4
50399,56072,2704,13
44829,43392,59787,0
19067,54089,58997,5
41949,55760,55186,12
1705,22692,12903,4
55349,52093,16608,4
51722,36079,15842,12
10492,20304,42979,0
936,54566,16064,1
44838,37190,51439,12
46264,20044,27556,0
2247,54858,31191,12
41065,33173,25670,8
14337,52845,41847,0
45116,2996,46157,8
5993,41869,46210,0
10852,54313,32470,4
51645,44385,22131,0
58186,458,11559,5
27324,10718,49445,12
26556,20607,11242,12
15543,30082,9853,12
40503,58414,29275,4
39499,48580,29048,12
9178,30803,59272,12
9630,2737,32475,12
1004,49285,14015,1
59238,45736,30234,0
55279,43099,16530,5
25649,6248,45446,8
53369,54640,7459,12
17303,33962,37321,13
12603,44744,21197,0
33257,9533,31558,8
53303,29992,19188,8
16578,6759,25450,4
53478,20761,47480,12
23357,25812,24074,12
50771,41816,49920,4
11118,45700,28092,0
21736,24681,1776,13
937,46682,44365,12
47563,30984,20643,0
5906,38879,20289,12
56286,25297,50126,0
48002,30733,25773,0
56847,13883,4239,12
22756,54714,41748,12
35469,28623,8035,4
30169,52425,30565,4
31911,32403,13236,4
31888,36385,26242,4
16869,30909,20269,0
1217,5892,2308,0
21586,26887,52748,12
40238,52718,56391,12
47017,40735,53708,12
17102,40422,1913,8
13837,24493,24614,4
33851,54312,58970,0
16850,32013,29459,4
9392,10449,6086,12
58295,33810,2980,4
43905,46736,3360,8
8790,52532,31354,0
38010,8600,5743,8
5034,449,26358,8
26263,40120,3075,0
13961,29836,27483,12
3317,52695,1722,5
47855,18591,42567,4
51013,47543,37921,8
50174,35146,46800,4
17415,5780,13808,12
41804,19218,55098,8
344,50094,38545,4
21641,4987,1313,0
1890,15074,24282,12
58175,4842,46256,0
2453,4020,19044,12
39366,15756,32893,12
38757,704,57578,0
16570,37465,12040,8
49650,50388,43652,4
28509,1949,53621,0
34154,8007,14629,12
41090,19203,21402,4
27679,50259,40945,0
22457,25043,29383,5
36750,24016,18245,0
37449,49979,1127,8
49948,40405,38248,4
11032,44698,10459,8
35784,11404,13774,12
2699,19838,8235,12
26638,32529,54218,4
38161,530,20214,0
27071,6930,30373,12
24893,33802,34083,0
29670,26811,23976,5
29730,33698,37622,12
17623,54672,40017,12
14200,6526,45823,4
38133,9705,36739,4
38816,25944,9458,0
57584,32970,23488,12
48324,44888,53084,5
3772,20807,48145,13
46381,19951,41362,4
49659,42826,45413,3
52385,14084,8900,8
26168,58809,48490,12
42497,30354,5420,8
28984,28857,55838,0
56747,18578,4752,0
17291,17044,42067,12
57558,38438,34795,12
51877,49533,45684,8
36326,34453,32988,0
645,25236,6056,0
21465,52023,57854,0
23184,47216,29660,8
55004,39412,20652,1
48616,8896,15645,2
54143,27641,55381,3
38884,10472,39026,12
7487,26828,43551,12
54303,35677,7634,13
34590,35441,50305,0
13881,30907,54979,4
30611,46236,40209,4
46967,24595,44791,8
8551,20367,40282,10
27030,51379,32968,0
52351,15020,53060,12
23032,54635,31727,4
44941,54371,9228,12
14919,1864,28925,13
21305,9602,21571,0
44129,4941,50362,10
52639,8127,44103,12
22089,33344,6177,12
41249,857,25602,2
9583,45931,27935,4
19228,48733,44927,12
57330,6576,16501,0
20534,23270,48551,12
41051,18127,58503,13
6465,20674,48929,1
30270,4011,45858,0
47809,13738,14434,12
37347,42212,44929,0
51450,38184,3073,12
42984,18739,40259,4
3274,59337,9517,0
38900,57329,6664,12
20641,47053,31095,0
3071,36869,16414,4
30730,6935,1555,4
46953,27435,30429,4
23807,56495,58215,12
37405,46925,55853,4
41821,25777,2394,1
57117,4840,9560,8
242,47877,10617,12
10627,58727,6837,4
10013,2510,51251,5
38895,17640,43713,8
6279,47281,31732,13
58596,5079,51629,1
57519,24389,39690,4
55059,13093,235,8
25498,21683,11507,4
16661,8581,36786,0
29733,30440,34363,12
36509,8355,35271,8
45507,22901,49750,8
37764,43944,59589,13
12996,13239,480,8
29484,22980,31961,1
42976,11660,15350,5
51589,11895,15031,4
58140,8000,13025,2
54219,7522,3455,8
50530,10052,19314,12
17402,198,28881,4
8403,13923,51541,12
58246,37619,30111,4
25441,33108,46102,12
27217,47993,11357,8
54902,44790,58957,12
48464,48545,28150,0
30709,745,3288,8
39984,49571,13843,12
45945,21068,9778,0
21567,30919,41387,12
9656,53752,46326,12
47796,34708,36949,2
41508,31400,29831,10
1102,39777,36458,4
14463,37218,8013,12
50510,18839,53222,5
45467,14127,17791,0
8786,25999,38041,8
41186,37157,48281,12
49619,7559,18001,12
38775,22455,6125,4
6540,1603,7002,2
23192,24801,12115,0
19973,9866,4157,8
53455,7010,48638,0
50689,14883,6635,0
46303,50642,57697,4
29798,47424,47923,4
31364,401,20519,0
9584,59152,38587,4
11567,26949,51235,8
32251,56179,54383,12
20629,26190,9432,4
56039,9072,16078,13
8819,53230,47116,0
27944,12677,15180,8
28957,29867,44994,8
44245,35689,15470,8
26840,39414,39500,12
58729,38419,8705,8
18912,34758,19815,8
19981,59557,8123,4
43880,37385,19384,4
10252,33636,51398,5
30288,15720,39952,0
15553,3598,18898,12
38272,39868,56034,12
30961,14339,2734,3
48277,16442,16961,13
19429,16562,16522,12
20499,6916,55132,4
35782,10893,19572,8
59395,46635,5726,0
53570,15567,62,0
52654,57529,56252,4
48059,56700,18892,4
57693,53608,41496,0
33194,50547,41053,4
3431,49465,12090,0
23037,52153,52127,4
32105,27960,22048,12
18034,18188,19713,12
45703,54937,2428,0
6001,46104,47613,12
37101,24939,25497,12
3761,26306,52471,0
20626,30690,20725,4
27986,41335,59795,0
35035,37927,22961,12
2950,56621,2191,12
920,17022,22076,4
50015,1197,28665,8
23102,4968,16734,12
49997,53571,47911,0
40128,13530,45194,0
53296,59872,39728,0
11397,33264,52757,10
49431,41223,27457,4
53644,31469,34839,4
36330,22248,49046,4
7716,25409,10139,8
27880,34596,38716,0
1550,29770,58981,4
14187,50525,20222,4
42085,31676,296,9
33610,8542,15891,8
30227,38263,45516,4
29054,30622,4455,8
38326,32121,27708,8
8923,17792,40400,0
55077,7114,32424,8
39006,33422,6505,12
1413,20746,45599,4
13364,59727,15346,0
3610,15839,26943,13
43174,25486,33261,8
42231,55956,45223,13
19341,11047,23135,0
50156,35970,41172,0
13555,36067,51586,12
25374,30403,41308,4
56616,29224,15623,13
19324,10606,5670,12
53689,20299,1026,12
55,37184,26138,0
48205,5446,59415,4
